model_name,target,loss,r2,split,extract_layer,base_target,bin_num,bin_method,800_id,400_id,200_id,MAE,MAD,MADMAE
hk_h2o->hk_n2_100_extract2,hk_n2,0.6861971020698547,0.3062904550059775,1.0,2,hk_h2o,,,419,168,61,0.24470669090149555,0.29849026706545106,1.2197879263775653
hk_h2o->hk_n2_50_extract2,hk_n2,0.6717697978019714,0.3121311753369881,0.5,2,hk_h2o,,,409,167,72,0.24523640743637556,0.29849026706545106,1.2171531551361996
hk_h2o->hk_n2_30_extract2,hk_n2,0.700059711933136,0.2799556126365639,0.3,2,hk_h2o,,,408,171,63,0.2510804434406156,0.29849026706545106,1.1888232431613044
hk_h2o->hk_n2_10_extract2,hk_n2,0.7488188147544861,0.2307414295039133,0.1,2,hk_h2o,,,334,145,52,0.2586091996203235,0.29849026706545106,1.1542136455457843
hk_h2o->hk_n2_5_extract2,hk_n2,0.8041194677352905,0.2301495217389902,0.05,2,hk_h2o,,,300,131,48,0.2599944386801131,0.29849026706545106,1.1480640454494555
hk_h2o->hk_n2_3_extract2,hk_n2,0.7822147607803345,0.223527311828896,0.03,2,hk_h2o,,,259,104,31,0.2623534115792255,0.29849026706545106,1.1377411304419534
hk_h2o->hk_n2_1_extract2,hk_n2,0.8117255568504333,0.2055131114106538,0.01,2,hk_h2o,,,244,96,33,0.2650195526844456,0.29849026706545106,1.1262952640360784
hk_h2o->hk_nh3_100_extract2,hk_nh3,0.2855245769023895,0.7148508771689618,1.0,2,hk_h2o,,,576,202,80,1.0690550787583906,2.160383469599427,2.0208345786154576
hk_h2o->hk_nh3_50_extract2,hk_nh3,0.2808063924312591,0.7216278809652157,0.5,2,hk_h2o,,,575,206,79,1.037729430221336,2.160383469599427,2.0818369477472
hk_h2o->hk_nh3_30_extract2,hk_nh3,0.2642330825328827,0.7323895630150319,0.3,2,hk_h2o,,,576,199,74,1.0503080537163534,2.160383469599427,2.0569046023737916
hk_h2o->hk_nh3_10_extract2,hk_nh3,0.2547444701194763,0.739639066789757,0.1,2,hk_h2o,,,574,201,75,1.007076595149791,2.160383469599427,2.1452027383062107
hk_h2o->hk_nh3_5_extract2,hk_nh3,0.292803555727005,0.7367441035939672,0.05,2,hk_h2o,,,572,202,85,0.9865502816895925,2.160383469599427,2.189836148948735
hk_h2o->hk_nh3_3_extract2,hk_nh3,0.2660678029060364,0.7348425345602354,0.03,2,hk_h2o,,,573,198,76,1.0110132141605406,2.160383469599427,2.1368498841958514
hk_h2o->hk_nh3_1_extract2,hk_nh3,0.2595900595188141,0.7297354162655534,0.01,2,hk_h2o,,,567,185,72,1.0191471404935895,2.160383469599427,2.1197954483325323
hk_n2->hk_co2_100_extract0,hk_co2,0.3535763025283813,0.6563131294031485,1.0,0,hk_n2,,,534,225,97,0.4150009477881512,0.7664751978727791,1.8469239695906614
hk_n2->hk_co2_50_extract0,hk_co2,0.3506483733654022,0.6601090124099036,0.5,0,hk_n2,,,533,222,93,0.39910221229755827,0.7664751978727791,1.9204984945092685
hk_n2->hk_co2_30_extract0,hk_co2,0.353523701429367,0.651516680432726,0.3,0,hk_n2,,,535,213,88,0.37421164021929487,0.7664751978727791,2.0482398608007237
hk_n2->hk_co2_10_extract0,hk_co2,0.401993453502655,0.6143679028716462,0.1,0,hk_n2,,,485,201,76,0.42696460309099976,0.7664751978727791,1.7951726965746122
hk_n2->hk_co2_5_extract0,hk_co2,0.4135527312755584,0.5923413713259531,0.05,0,hk_n2,,,477,199,84,0.4241142066583566,0.7664751978727791,1.8072377341752428
hk_n2->hk_co2_3_extract0,hk_co2,0.4906024932861328,0.534556850569293,0.03,0,hk_n2,,,438,181,69,0.43133903670073465,0.7664751978727791,1.7769669161768071
hk_n2->hk_co2_1_extract0,hk_co2,0.4447126984596252,0.4884291775509287,0.01,0,hk_n2,,,455,173,68,0.4774342631736205,0.7664751978727791,1.6054046745154693
hk_n2->hk_h2o_100_extract0,hk_h2o,0.249406099319458,0.7546502090024502,1.0,0,hk_n2,,,624,288,117,1.3496564131134048,2.724305765085555,2.0185180010378283
hk_n2->hk_h2o_50_extract0,hk_h2o,0.256126344203949,0.7472069857809127,0.5,0,hk_n2,,,608,279,114,1.3427756938721467,2.724305765085555,2.0288613932454393
hk_n2->hk_h2o_30_extract0,hk_h2o,0.2747175097465515,0.7316303171302907,0.3,0,hk_n2,,,615,281,115,1.396416540728497,2.724305765085555,1.950926307177879
