model_name,target,loss,r2,split,extract_layer,base_target,bin_num,bin_method,800_id,400_id,200_id,MAE,MAD,MADMAE
hk_n2->hk_h2o_10_extract0,hk_h2o,0.3093051016330719,0.6951854747523999,0.1,0,hk_n2,,,588,275,113,1.478869710533793,2.724305765085555,1.842154008348867
hk_n2->hk_h2o_5_extract0,hk_h2o,0.3946810364723205,0.6435534506969113,0.05,0,hk_n2,,,589,269,105,1.5657866733434742,2.724305765085555,1.7398958692554576
hk_n2->hk_h2o_3_extract0,hk_h2o,0.3990612924098968,0.6026731088196384,0.03,0,hk_n2,,,538,256,104,1.668195862186387,2.724305765085555,1.633085075223121
hk_n2->hk_h2o_1_extract0,hk_h2o,0.4325379729270935,0.5433390871934405,0.01,0,hk_n2,,,507,249,99,1.8333030446597312,2.724305765085555,1.4860095132778213
hk_n2->hk_nh3_100_extract0,hk_nh3,0.2558237016201019,0.7445127086140924,1.0,0,hk_n2,,,582,251,109,0.9789338199633645,2.160383469599427,2.2068738719030843
hk_n2->hk_nh3_50_extract0,hk_nh3,0.2637645602226257,0.7385219174599595,0.5,0,hk_n2,,,579,250,103,1.0396954415444044,2.160383469599427,2.0779002997169136
hk_n2->hk_nh3_30_extract0,hk_nh3,0.2689798176288605,0.7275820773878491,0.3,0,hk_n2,,,568,241,104,1.0326264638308509,2.160383469599427,2.092124834361506
hk_n2->hk_nh3_10_extract0,hk_nh3,0.3240395784378052,0.6688162425382576,0.1,0,hk_n2,,,530,229,93,1.1362415041815341,2.160383469599427,1.9013418024679622
hk_n2->hk_nh3_5_extract0,hk_nh3,0.4130358099937439,0.628645041390669,0.05,0,hk_n2,,,520,218,82,1.1703712441604217,2.160383469599427,1.845895890196107
hk_n2->hk_nh3_3_extract0,hk_nh3,0.4450485706329345,0.5564741866537533,0.03,0,hk_n2,,,465,190,82,1.2929320113094929,2.160383469599427,1.6709180766677527
hk_n2->hk_nh3_1_extract0,hk_nh3,0.477987140417099,0.5023575390497077,0.01,0,hk_n2,,,471,188,72,1.396334870245194,2.160383469599427,1.5471814932331147
hk_n2->hk_co2_100_extract1,hk_co2,0.5512164831161499,0.4642011667154317,1.0,1,hk_n2,,,446,180,76,0.5371191783819695,0.7664751978727791,1.4270114133360998
hk_n2->hk_co2_50_extract1,hk_co2,0.5725158452987671,0.4450485165396459,0.5,1,hk_n2,,,431,185,70,0.5390630831540636,0.7664751978727791,1.4218654955708057
hk_n2->hk_co2_30_extract1,hk_co2,0.5977473855018616,0.4107750385865558,0.3,1,hk_n2,,,412,176,71,0.5704801342496771,0.7664751978727791,1.3435615928692837
hk_n2->hk_co2_10_extract1,hk_co2,0.7266613245010376,0.3029145020774381,0.1,1,hk_n2,,,369,143,52,0.5989572610680162,0.7664751978727791,1.2796826212709356
hk_n2->hk_co2_5_extract1,hk_co2,0.7389283776283264,0.2716031150989534,0.05,1,hk_n2,,,386,148,53,0.6134917437057625,0.7664751978727791,1.2493651393626402
hk_n2->hk_co2_3_extract1,hk_co2,0.8231306672096252,0.2190813964926312,0.03,1,hk_n2,,,374,154,50,0.6487188000370571,0.7664751978727791,1.1815214817714477
hk_n2->hk_co2_1_extract1,hk_co2,0.7565132975578308,0.1297523732552188,0.01,1,hk_n2,,,286,101,32,0.6949097552194791,0.7664751978727791,1.102985232421578
hk_n2->hk_h2o_100_extract1,hk_h2o,0.5657621622085571,0.4434396261928479,1.0,1,hk_n2,,,468,228,98,2.075158080516478,2.724305765085555,1.3128184260581792
hk_n2->hk_h2o_50_extract1,hk_h2o,0.6005980372428894,0.407218457240651,0.5,1,hk_n2,,,453,215,93,2.1167809072196526,2.724305765085555,1.2870041277270747
hk_n2->hk_h2o_30_extract1,hk_h2o,0.6449623107910156,0.369940631754327,0.3,1,hk_n2,,,434,205,99,2.162288869191407,2.724305765085555,1.2599175826605977
hk_n2->hk_h2o_10_extract1,hk_h2o,0.7227051854133606,0.2877874702816614,0.1,1,hk_n2,,,403,194,63,2.3265569359990828,2.724305765085555,1.1709602816643165
hk_n2->hk_h2o_5_extract1,hk_h2o,0.8574399352073669,0.2256235252924453,0.05,1,hk_n2,,,410,172,68,2.3491382224785053,2.724305765085555,1.1597043285989455
hk_n2->hk_h2o_3_extract1,hk_h2o,0.8294569849967957,0.1741482842411968,0.03,1,hk_n2,,,409,194,80,2.371932655824123,2.724305765085555,1.148559491516845
hk_n2->hk_h2o_1_extract1,hk_h2o,0.8473038673400879,0.1054410586472089,0.01,1,hk_n2,,,284,118,45,2.5257501113090957,2.724305765085555,1.078612548758257
hk_n2->hk_nh3_100_extract1,hk_nh3,0.5977112054824829,0.4030748712588898,1.0,1,hk_n2,,,396,167,64,1.610858892008305,2.160383469599427,1.3411376255967482
hk_n2->hk_nh3_50_extract1,hk_nh3,0.6313307285308838,0.374142522486659,0.5,1,hk_n2,,,375,154,56,1.6137237002558027,2.160383469599427,1.3387567334215698
hk_n2->hk_nh3_30_extract1,hk_nh3,0.642995297908783,0.3487858218026307,0.3,1,hk_n2,,,379,145,56,1.6733839710579472,2.160383469599427,1.2910267499655734
hk_n2->hk_nh3_10_extract1,hk_nh3,0.7175074219703674,0.2666733244683378,0.1,1,hk_n2,,,355,119,48,1.764627925137918,2.160383469599427,1.2242713825525444
hk_n2->hk_nh3_5_extract1,hk_nh3,0.8742765188217163,0.2139495380910135,0.05,1,hk_n2,,,340,120,41,1.8325621930031264,2.160383469599427,1.1788868491601263
hk_n2->hk_nh3_3_extract1,hk_nh3,0.8117823004722595,0.1909953669261461,0.03,1,hk_n2,,,341,124,44,1.8265985119878496,2.160383469599427,1.182735809440864
hk_n2->hk_nh3_1_extract1,hk_nh3,0.8370572328567505,0.1285220540358684,0.01,1,hk_n2,,,243,82,20,1.9318928876063028,2.160383469599427,1.1182729039787673
hk_n2->hk_co2_100_extract2,hk_co2,0.7391774654388428,0.2814978136874305,1.0,2,hk_n2,,,380,149,44,0.6094391035523492,0.7664751978727791,1.2576731512715296
hk_n2->hk_co2_50_extract2,hk_co2,0.7675440311431885,0.2560031202637286,0.5,2,hk_n2,,,355,144,45,0.622668774094488,0.7664751978727791,1.2309517190538752
hk_n2->hk_co2_30_extract2,hk_co2,0.7558828592300415,0.2548944884375898,0.3,2,hk_n2,,,360,146,47,0.6368350795206946,0.7664751978727791,1.203569373800288
hk_n2->hk_co2_10_extract2,hk_co2,0.831329345703125,0.2025060526426503,0.1,2,hk_n2,,,339,132,39,0.6292175956721691,0.7664751978727791,1.2181401205952973
hk_n2->hk_co2_5_extract2,hk_co2,0.799854576587677,0.211545309642389,0.05,2,hk_n2,,,342,143,40,0.6448729293907507,0.7664751978727791,1.1885677983054943
hk_n2->hk_co2_3_extract2,hk_co2,0.8523339629173279,0.1913758865572553,0.03,2,hk_n2,,,314,120,39,0.6482178938397091,0.7664751978727791,1.182434494877293
hk_n2->hk_co2_1_extract2,hk_co2,0.7312524914741516,0.1588102207053486,0.01,2,hk_n2,,,298,98,36,0.6763435530930048,0.7664751978727791,1.1332631092106829
hk_n2->hk_h2o_100_extract2,hk_h2o,0.8643741607666016,0.1496837859696524,1.0,2,hk_n2,,,336,137,42,2.390678020523265,2.724305765085555,1.1395536085153226
hk_n2->hk_h2o_50_extract2,hk_h2o,0.7974897623062134,0.2128889047974568,0.5,2,hk_n2,,,342,169,73,2.412818774693458,2.724305765085555,1.1290967202589306
hk_n2->hk_h2o_30_extract2,hk_h2o,0.8192718029022217,0.1996587037194683,0.3,2,hk_n2,,,345,162,63,2.4121247827449954,2.724305765085555,1.1294215724550112
hk_n2->hk_h2o_10_extract2,hk_h2o,0.8405958414077759,0.1716080697669009,0.1,2,hk_n2,,,316,144,52,2.452040299508217,2.724305765085555,1.1110362931767246
hk_n2->hk_h2o_5_extract2,hk_h2o,0.9307132363319396,0.1594488845526344,0.05,2,hk_n2,,,316,144,51,2.4678700630857904,2.724305765085555,1.1039097259760593
hk_n2->hk_h2o_3_extract2,hk_h2o,0.8445299863815308,0.1591408174203615,0.03,2,hk_n2,,,318,132,44,2.471039772308809,2.724305765085555,1.102493693389689
hk_n2->hk_h2o_1_extract2,hk_h2o,0.8328122496604919,0.1207408331716344,0.01,2,hk_n2,,,284,123,46,2.5496114200801556,2.724305765085555,1.0685180273470485
hk_n2->hk_nh3_100_extract2,hk_nh3,0.785224437713623,0.2158082960241191,1.0,2,hk_n2,,,309,115,38,1.787759197648103,2.160383469599427,1.2084309074966761
hk_n2->hk_nh3_50_extract2,hk_nh3,0.8056643605232239,0.2013199403111133,0.5,2,hk_n2,,,307,89,32,1.8581423722689165,2.160383469599427,1.162657663826617
hk_n2->hk_nh3_30_extract2,hk_nh3,0.7735522389411926,0.216560483449487,0.3,2,hk_n2,,,296,102,35,1.8389222431213095,2.160383469599427,1.1748095808186443
hk_n2->hk_nh3_10_extract2,hk_nh3,0.7895886301994324,0.1930031642418043,0.1,2,hk_n2,,,269,98,45,1.8889906951755764,2.160383469599427,1.143670784147841
hk_n2->hk_nh3_5_extract2,hk_nh3,0.906549632549286,0.1849333074475411,0.05,2,hk_n2,,,280,95,38,1.8531147225904796,2.160383469599427,1.1658120478258434
hk_n2->hk_nh3_3_extract2,hk_nh3,0.82552570104599,0.1772989118731768,0.03,2,hk_n2,,,262,78,20,1.8674995176454894,2.160383469599427,1.1568321432945805
hk_n2->hk_nh3_1_extract2,hk_nh3,0.8148888349533081,0.1516018575264145,0.01,2,hk_n2,,,245,85,23,1.9321321892382037,2.160383469599427,1.1181344017932942
hk_nh3->hk_co2_100_extract0,hk_co2,0.3247498869895935,0.6843334689240175,1.0,0,hk_nh3,,,538,226,98,0.40680607493504584,0.7664751978727791,1.8841291836538112
hk_nh3->hk_co2_50_extract0,hk_co2,0.320839911699295,0.6890030205589617,0.5,0,hk_nh3,,,529,223,99,0.39739259709302527,0.7664751978727791,1.9287606348976742
hk_nh3->hk_co2_30_extract0,hk_co2,0.3197667598724365,0.6847923875547919,0.3,0,hk_nh3,,,521,214,92,0.3933641497211252,0.7664751978727791,1.9485130976378255
hk_nh3->hk_co2_10_extract0,hk_co2,0.3604209125041961,0.6542482295906915,0.1,0,hk_nh3,,,507,218,83,0.39004762585504404,0.7664751978727791,1.965081049250199
hk_nh3->hk_co2_5_extract0,hk_co2,0.3512128591537475,0.6537927261723333,0.05,0,hk_nh3,,,497,207,78,0.3988797665359102,0.7664751978727791,1.9215695108560369
hk_nh3->hk_co2_3_extract0,hk_co2,0.3772500157356262,0.6420962123304108,0.03,0,hk_nh3,,,487,209,82,0.40733296138225206,0.7664751978727791,1.881692056718922
hk_nh3->hk_co2_1_extract0,hk_co2,0.3644315004348755,0.5807795493538459,0.01,0,hk_nh3,,,466,185,78,0.4597437663105971,0.7664751978727791,1.6671790985306325
hk_nh3->hk_h2o_100_extract0,hk_h2o,0.2086398601531982,0.7947534253140547,1.0,0,hk_nh3,,,652,291,117,1.3193799472327963,2.724305765085555,2.0648379345156656
hk_nh3->hk_h2o_50_extract0,hk_h2o,0.202158510684967,0.8004724873813687,0.5,0,hk_nh3,,,647,285,115,1.2809091976370894,2.724305765085555,2.1268531525194128
hk_nh3->hk_h2o_30_extract0,hk_h2o,0.2077082395553589,0.7970913142041893,0.3,0,hk_nh3,,,647,283,113,1.2818039681040803,2.724305765085555,2.1253684907178774
hk_nh3->hk_h2o_10_extract0,hk_h2o,0.206601470708847,0.7963979998102457,0.1,0,hk_nh3,,,636,284,114,1.267510729340243,2.724305765085555,2.1493354667724147
hk_nh3->hk_h2o_5_extract0,hk_h2o,0.2284410893917083,0.7936888849550318,0.05,0,hk_nh3,,,634,286,114,1.2440296885974937,2.724305765085555,2.1899041397934074
hk_nh3->hk_h2o_3_extract0,hk_h2o,0.2233244180679321,0.7776462696303288,0.03,0,hk_nh3,,,624,268,111,1.230884395956088,2.724305765085555,2.213291332667723
hk_nh3->hk_h2o_1_extract0,hk_h2o,0.2128857672214508,0.7752412359838928,0.01,0,hk_nh3,,,627,277,107,1.276621676478507,2.724305765085555,2.1339961676041783
hk_nh3->hk_n2_100_extract0,hk_n2,0.2079031318426132,0.789820797498024,1.0,0,hk_nh3,,,646,283,136,0.13042343120355612,0.29849026706545106,2.288624553969812
hk_nh3->hk_n2_50_extract0,hk_n2,0.2088342159986496,0.7861611538374599,0.5,0,hk_nh3,,,642,276,133,0.13112913620123343,0.29849026706545106,2.276307735356251
hk_nh3->hk_n2_30_extract0,hk_n2,0.2197751104831695,0.7739507528195163,0.3,0,hk_nh3,,,622,282,131,0.13345418856179367,0.29849026706545106,2.236649671937725
hk_nh3->hk_n2_10_extract0,hk_n2,0.2313409298658371,0.7623444174788442,0.1,0,hk_nh3,,,614,275,120,0.13499811702500808,0.29849026706545106,2.211069855219954
hk_nh3->hk_n2_5_extract0,hk_n2,0.2746803164482116,0.7370256291779622,0.05,0,hk_nh3,,,608,265,117,0.1425776344963245,0.29849026706545106,2.093527979475251
hk_nh3->hk_n2_3_extract0,hk_n2,0.2834834158420563,0.7185975888734255,0.03,0,hk_nh3,,,597,260,114,0.14686364399603583,0.29849026706545106,2.0324313011973745
hk_nh3->hk_n2_1_extract0,hk_n2,0.3265199363231659,0.6804144462874604,0.01,0,hk_nh3,,,585,248,114,0.15896784835387406,0.29849026706545106,1.877676965225005
hk_nh3->hk_co2_100_extract1,hk_co2,0.3742643296718597,0.6362039930484407,1.0,1,hk_nh3,,,472,202,91,0.4392245088429109,0.7664751978727791,1.7450647275853854
hk_nh3->hk_co2_50_extract1,hk_co2,0.3964725434780121,0.615690716180425,0.5,1,hk_nh3,,,460,200,88,0.44433513726867074,0.7664751978727791,1.7249934420768616
hk_nh3->hk_co2_30_extract1,hk_co2,0.3994668424129486,0.6062286826275558,0.3,1,hk_nh3,,,453,194,84,0.4396907239267398,0.7664751978727791,1.7432143917607126
hk_nh3->hk_co2_10_extract1,hk_co2,0.4446357190608978,0.5734613199662889,0.1,1,hk_nh3,,,440,191,83,0.46736648187655105,0.7664751978727791,1.6399875207037928
hk_nh3->hk_co2_5_extract1,hk_co2,0.4406971931457519,0.5655838200252141,0.05,1,hk_nh3,,,444,183,77,0.4656546554519544,0.7664751978727791,1.6460163962687213
hk_nh3->hk_co2_3_extract1,hk_co2,0.4598489105701446,0.563733289036233,0.03,1,hk_nh3,,,429,185,79,0.4781405534572911,0.7664751978727791,1.6030332343295848
hk_nh3->hk_co2_1_extract1,hk_co2,0.4078601002693176,0.5308221283996992,0.01,1,hk_nh3,,,431,178,73,0.48393045652955263,0.7664751978727791,1.583854017722838
hk_nh3->hk_h2o_100_extract1,hk_h2o,0.2057686001062393,0.7975780652960305,1.0,1,hk_nh3,,,631,284,113,1.179322729126822,2.724305765085555,2.3100595772479076
hk_nh3->hk_h2o_50_extract1,hk_h2o,0.2129808664321899,0.7897908554509712,0.5,1,hk_nh3,,,619,281,109,1.2256721873146077,2.724305765085555,2.2227034220743684
hk_nh3->hk_h2o_30_extract1,hk_h2o,0.220831960439682,0.7842706353201337,0.3,1,hk_nh3,,,614,282,112,1.2351539884972125,2.724305765085555,2.205640584458756
hk_nh3->hk_h2o_10_extract1,hk_h2o,0.2427228838205337,0.7608010602865141,0.1,1,hk_nh3,,,606,260,110,1.320110161027242,2.724305765085555,2.063695777453633
hk_nh3->hk_h2o_5_extract1,hk_h2o,0.267017513513565,0.7588495699626021,0.05,1,hk_nh3,,,602,260,109,1.2934141451264891,2.724305765085555,2.106290375244916
hk_nh3->hk_h2o_3_extract1,hk_h2o,0.2600226402282715,0.7411076275776778,0.03,1,hk_nh3,,,589,232,95,1.3449778642418584,2.724305765085555,2.0255394809945075
hk_nh3->hk_h2o_1_extract1,hk_h2o,0.2643779218196869,0.7208774334232401,0.01,1,hk_nh3,,,597,244,101,1.4022938588329366,2.724305765085555,1.9427495513336035
hk_nh3->hk_n2_100_extract1,hk_n2,0.3742398619651794,0.6216631951000424,1.0,1,hk_nh3,,,556,229,97,0.17692154022746143,0.29849026706545106,1.6871335546914936
hk_nh3->hk_n2_50_extract1,hk_n2,0.3755052089691162,0.6154956355538386,0.5,1,hk_nh3,,,561,234,102,0.17771020060651352,0.29849026706545106,1.6796462220329667
hk_nh3->hk_n2_30_extract1,hk_n2,0.4075430631637573,0.5808225938081777,0.3,1,hk_nh3,,,547,230,97,0.18727533701151622,0.29849026706545106,1.593857855650773
hk_nh3->hk_n2_10_extract1,hk_n2,0.4736257493495941,0.5134462653268821,0.1,1,hk_nh3,,,519,218,83,0.20315339620332332,0.29849026706545106,1.4692851443483186
hk_nh3->hk_n2_5_extract1,hk_n2,0.5415237545967102,0.4815542401107432,0.05,1,hk_nh3,,,505,212,77,0.2101416590206254,0.29849026706545106,1.4204240532628243
hk_nh3->hk_n2_3_extract1,hk_n2,0.5463561415672302,0.4576545067092674,0.03,1,hk_nh3,,,503,198,70,0.21579823444096294,0.29849026706545106,1.3831914234085665
hk_nh3->hk_n2_1_extract1,hk_n2,0.6331412196159363,0.3803052232729415,0.01,1,hk_nh3,,,471,174,50,0.2310932517932319,0.29849026706545106,1.2916442377665007
hk_nh3->hk_co2_100_extract2,hk_co2,0.4903904497623443,0.5233258319668357,1.0,2,hk_nh3,,,436,185,82,0.5271778332088577,0.7664751978727791,1.4539215224725057
hk_nh3->hk_co2_50_extract2,hk_co2,0.4826448261737823,0.5321621769636444,0.5,2,hk_nh3,,,429,180,79,0.5253561540123989,0.7664751978727791,1.458963013983633
hk_nh3->hk_co2_30_extract2,hk_co2,0.4981886446475982,0.5089144131220704,0.3,2,hk_nh3,,,441,178,78,0.5585624537720073,0.7664751978727791,1.3722282847633671
hk_nh3->hk_co2_10_extract2,hk_co2,0.4992448985576629,0.5210745444498681,0.1,2,hk_nh3,,,429,178,78,0.5275975017105542,0.7664751978727791,1.4527650252090765
hk_nh3->hk_co2_5_extract2,hk_co2,0.4737594127655029,0.5329928257947351,0.05,2,hk_nh3,,,438,177,74,0.5016869191545461,0.7664751978727791,1.527795859546149
hk_nh3->hk_co2_3_extract2,hk_co2,0.4874238073825836,0.5375726049372184,0.03,2,hk_nh3,,,435,179,79,0.510436342900177,0.7664751978727791,1.5016078077784403
hk_nh3->hk_co2_1_extract2,hk_co2,0.4016624689102173,0.5379514090701252,0.01,2,hk_nh3,,,420,179,76,0.5073223659155541,0.7664751978727791,1.5108247721141512
hk_nh3->hk_h2o_100_extract2,hk_h2o,0.3266737461090088,0.6786392327354922,1.0,2,hk_nh3,,,591,228,89,1.50946482604059,2.724305765085555,1.804815665848644
hk_nh3->hk_h2o_50_extract2,hk_h2o,0.323566734790802,0.6806442718881973,0.5,2,hk_nh3,,,594,239,91,1.558144409219891,2.724305765085555,1.7484295736423563
hk_nh3->hk_h2o_30_extract2,hk_h2o,0.3032203614711761,0.7037860656392474,0.3,2,hk_nh3,,,589,234,94,1.4412496052015098,2.724305765085555,1.8902386895742833
hk_nh3->hk_h2o_10_extract2,hk_h2o,0.2887743413448334,0.7154183437596211,0.1,2,hk_nh3,,,588,221,90,1.4257829390248562,2.724305765085555,1.9107436977390155
hk_nh3->hk_h2o_5_extract2,hk_h2o,0.3120293617248535,0.7181981863812744,0.05,2,hk_nh3,,,593,229,87,1.4107830408084903,2.724305765085555,1.9310593381703203
hk_nh3->hk_h2o_3_extract2,hk_h2o,0.2891331017017364,0.712123598010628,0.03,2,hk_nh3,,,591,213,79,1.4185911725169926,2.724305765085555,1.920430507298199
hk_nh3->hk_h2o_1_extract2,hk_h2o,0.2690059840679168,0.7159912923511311,0.01,2,hk_nh3,,,586,221,89,1.4127529106357948,2.724305765085555,1.928366768580579
hk_nh3->hk_n2_100_extract2,hk_n2,0.6696414351463318,0.3230274704954889,1.0,2,hk_nh3,,,464,164,52,0.24197677346572366,0.29849026706545106,1.2335492485097237
hk_nh3->hk_n2_50_extract2,hk_n2,0.6737948060035706,0.3100577109354002,0.5,2,hk_nh3,,,441,158,58,0.24477142754820796,0.29849026706545106,1.2194653193607048
hk_nh3->hk_n2_30_extract2,hk_n2,0.706574559211731,0.2732544155568132,0.3,2,hk_nh3,,,419,146,52,0.24979517924587963,0.29849026706545106,1.1949400623606097
hk_nh3->hk_n2_10_extract2,hk_n2,0.7223242521286011,0.2579594620121141,0.1,2,hk_nh3,,,403,144,51,0.25252902487571066,0.29849026706545106,1.1820038002061803
hk_nh3->hk_n2_5_extract2,hk_n2,0.7759778499603271,0.2570916997428036,0.05,2,hk_nh3,,,327,117,36,0.2535324513985152,0.29849026706545106,1.177325685208908
hk_nh3->hk_n2_3_extract2,hk_n2,0.7467861175537109,0.2586963309751614,0.03,2,hk_nh3,,,329,93,24,0.2536193472487449,0.29849026706545106,1.1769223062178202
hk_nh3->hk_n2_1_extract2,hk_n2,0.7937649488449097,0.2230924378363021,0.01,2,hk_nh3,,,330,89,19,0.2586780846512034,0.29849026706545106,1.1539062826598923
hk_co2_100,hk_co2,0.253940999507904,0.7597156960393877,1.0,,,10,quantile,566,249,106,0.30926267824786235,0.7664751978727791,2.478395395833952
hk_co2_50,hk_co2,0.2816033959388733,0.728527939210063,0.5,,,10,quantile,535,231,99,0.3281390098819421,0.7664751978727791,2.3358246803650125
hk_co2_30,hk_co2,0.2867189645767212,0.7234394243441784,0.3,,,10,quantile,549,241,103,0.3250052901831981,0.7664751978727791,2.358346836264525
hk_co2_10,hk_co2,0.3499961495399475,0.669759737217879,0.1,,,10,quantile,514,206,87,0.36240935055893064,0.7664751978727791,2.1149432173609
hk_co2_5,hk_co2,0.4110573530197143,0.6233641328829091,0.05,,,10,quantile,489,201,76,0.4035740768615848,0.7664751978727791,1.8992181158743249
hk_co2_3,hk_co2,0.383883535861969,0.5945863914268367,0.03,,,10,quantile,494,189,74,0.4117371286407094,0.7664751978727791,1.861564441378377
hk_co2_1,hk_co2,0.5204193592071533,0.5048714147436011,0.01,,,10,quantile,438,142,46,0.4809693855904313,0.7664751978727791,1.5936049587269776
hk_h2o_100,hk_h2o,0.1934228241443634,0.8125496358453983,1.0,,,10,quantile,650,293,117,1.1423390034366236,2.724305765085555,2.3848487680887436
hk_h2o_50,hk_h2o,0.1912185996770858,0.8146747565852803,0.5,,,10,quantile,650,294,121,1.1565577041573605,2.724305765085555,2.355529477943703
hk_h2o_30,hk_h2o,0.1960851699113845,0.8051722259082296,0.3,,,10,quantile,640,289,119,1.1596998834752263,2.724305765085555,2.3491472267132916
hk_h2o_10,hk_h2o,0.2294691801071167,0.769455181107183,0.1,,,10,quantile,623,277,112,1.2410634393043982,2.724305765085555,2.1951382006809395
hk_h2o_5,hk_h2o,0.2727091610431671,0.744300188922425,0.05,,,10,quantile,604,259,106,1.3143998484523025,2.724305765085555,2.072661350572589
hk_h2o_3,hk_h2o,0.2750323116779327,0.7164052500272198,0.03,,,10,quantile,592,259,109,1.4247652773471637,2.724305765085555,1.9121084773753512
hk_h2o_1,hk_h2o,0.3705399632453918,0.6426721399902309,0.01,,,10,quantile,568,256,101,1.6106235197127383,2.724305765085555,1.6914603144324174
hk_n2_100,hk_n2,0.0971814543008804,0.9025417116307825,1.0,,,10,quantile,719,332,159,0.08022534766952112,0.29849026706545106,3.7206478468008215
hk_n2_50,hk_n2,0.0986818224191665,0.900362508296674,0.5,,,10,quantile,704,329,154,0.07830881893692826,0.29849026706545106,3.811706920338845
hk_n2_30,hk_n2,0.1076527312397956,0.8920710737126376,0.3,,,10,quantile,690,319,155,0.0827641385983984,0.29849026706545106,3.60651693016264
hk_n2_10,hk_n2,0.139462798833847,0.8557167088455673,0.1,,,10,quantile,653,296,136,0.09563153479064983,0.29849026706545106,3.1212535459028867
hk_n2_5,hk_n2,0.1852069348096847,0.8187953803451968,0.05,,,10,quantile,632,276,125,0.11182264620002236,0.29849026706545106,2.669318579096471
hk_n2_3,hk_n2,0.2181193530559539,0.7912218052378235,0.03,,,10,quantile,602,256,113,0.12141151325029054,0.29849026706545106,2.4585005085152973
hk_n2_1,hk_n2,0.3389431834220886,0.6694767758528876,0.01,,,10,quantile,560,235,106,0.1491398873901836,0.29849026706545106,2.001411374842554
hk_nh3_100,hk_nh3,0.176760658621788,0.8256269346869859,1.0,,,10,quantile,598,267,119,0.78104922251016,2.160383469599427,2.7660016902088707
hk_nh3_50,hk_nh3,0.1833269000053405,0.8190108521012587,0.5,,,10,quantile,592,262,115,0.8213713024760214,2.160383469599427,2.6302154252126377
hk_nh3_30,hk_nh3,0.1968606859445572,0.8008556265004747,0.3,,,10,quantile,585,264,110,0.8460302385150548,2.160383469599427,2.5535534916474307
hk_nh3_10,hk_nh3,0.2374513447284698,0.7577505750282161,0.1,,,10,quantile,556,235,98,0.9111171838007698,2.160383469599427,2.3711367846090683
hk_nh3_5,hk_nh3,0.2826745808124542,0.7297357860715943,0.05,,,10,quantile,552,232,96,0.9928367370677204,2.160383469599427,2.1759705185567375
hk_nh3_3,hk_nh3,0.2876868844032287,0.698300593613784,0.03,,,10,quantile,538,212,89,1.025230880309339,2.160383469599427,2.107216541261011
hk_nh3_1,hk_nh3,0.3900545537471771,0.6152531176585259,0.01,,,10,quantile,505,198,82,1.191099474353957,2.160383469599427,1.8137724985322508
hk_co2->hk_h2o_100_extract0,hk_h2o,0.2109792679548263,0.7955353157774172,1.0,0,hk_co2,10,quantile,641,288,122,1.249090110486587,2.724305765085555,2.1810322107380173
hk_co2->hk_h2o_50_extract0,hk_h2o,0.2196962684392929,0.7870748384168162,0.5,0,hk_co2,10,quantile,640,284,123,1.2176348282763745,2.724305765085555,2.237375033812027
hk_co2->hk_h2o_30_extract0,hk_h2o,0.2199203372001648,0.7814898813619613,0.3,0,hk_co2,10,quantile,641,282,116,1.2510623102710101,2.724305765085555,2.1775939877010644
hk_co2->hk_h2o_10_extract0,hk_h2o,0.2445206046104431,0.7543332412721253,0.1,0,hk_co2,10,quantile,634,277,120,1.3503375424958928,2.724305765085555,2.017499831968007
hk_co2->hk_h2o_5_extract0,hk_h2o,0.3029500246047973,0.7159454345987897,0.05,0,hk_co2,10,quantile,600,269,117,1.4373093913570483,2.724305765085555,1.8954205555655472
hk_co2->hk_h2o_3_extract0,hk_h2o,0.3023528754711151,0.6882339407502811,0.03,0,hk_co2,10,quantile,578,264,113,1.4879663339068916,2.724305765085555,1.8308920726267095
hk_co2->hk_h2o_1_extract0,hk_h2o,0.3692832291126251,0.6438841660897059,0.01,0,hk_co2,10,quantile,538,261,115,1.592864939023475,2.724305765085555,1.7103181182176836
hk_co2->hk_n2_100_extract0,hk_n2,0.1882190704345703,0.8112447497678261,1.0,0,hk_co2,10,quantile,647,302,141,0.12137762975892209,0.29849026706545106,2.459186817688784
hk_co2->hk_n2_50_extract0,hk_n2,0.2034970372915268,0.7945322450974175,0.5,0,hk_co2,10,quantile,637,290,138,0.12761137652289845,0.29849026706545106,2.3390568709357216
hk_co2->hk_n2_30_extract0,hk_n2,0.2012389302253723,0.798244784856469,0.3,0,hk_co2,10,quantile,640,291,137,0.12512890219023448,0.29849026706545106,2.385462206098907
hk_co2->hk_n2_10_extract0,hk_n2,0.2197166234254837,0.7726888966479308,0.1,0,hk_co2,10,quantile,618,279,126,0.13173562134249106,0.29849026706545106,2.265828057920835
hk_co2->hk_n2_5_extract0,hk_n2,0.2518998682498932,0.7535437245563269,0.05,0,hk_co2,10,quantile,598,270,125,0.13809112330136214,0.29849026706545106,2.161545651374296
hk_co2->hk_n2_3_extract0,hk_n2,0.2896601259708404,0.7227449909783652,0.03,0,hk_co2,10,quantile,574,260,119,0.14633492808518198,0.29849026706545106,2.039774584039834
hk_co2->hk_n2_1_extract0,hk_n2,0.3471606075763702,0.661463433247287,0.01,0,hk_co2,10,quantile,579,248,107,0.16297923319120436,0.29849026706545106,1.8314619673984327
